Toothbrush ID,Village ID,Date,Number of Times Brushed,Total Time Brushed (s)
toothbrush42,village3,2023-04-08,0,0
toothbrush42,village3,2023-04-09,0,0
toothbrush42,village3,2023-04-10,0,0
toothbrush42,village3,2023-04-11,0,0
toothbrush42,village3,2023-04-12,2,184
toothbrush42,village3,2023-04-13,2,195
toothbrush42,village3,2023-04-14,0,0
toothbrush42,village3,2023-04-15,0,0
toothbrush42,village3,2023-04-16,1,107
toothbrush42,village3,2023-04-17,2,197
toothbrush42,village3,2023-04-18,1,80
toothbrush42,village3,2023-04-19,2,100
toothbrush42,village3,2023-04-20,1,50
toothbrush42,village3,2023-04-21,1,32
toothbrush42,village3,2023-04-22,1,112
toothbrush42,village3,2023-04-23,1,70
toothbrush42,village3,2023-04-24,0,0
toothbrush42,village3,2023-04-25,0,0
toothbrush42,village3,2023-04-26,2,174
toothbrush42,village3,2023-04-27,1,114
toothbrush42,village3,2023-04-28,1,97
toothbrush42,village3,2023-04-29,2,170
toothbrush42,village3,2023-04-30,1,36
toothbrush42,village3,2023-05-01,1,79
toothbrush42,village3,2023-05-02,2,100
toothbrush42,village3,2023-05-03,2,104
toothbrush42,village3,2023-05-04,2,126
toothbrush42,village3,2023-05-05,0,0
toothbrush42,village3,2023-05-06,1,78
toothbrush42,village3,2023-05-07,0,0
toothbrush42,village3,2023-05-08,1,31
toothbrush42,village3,2023-05-09,2,185
toothbrush42,village3,2023-05-10,2,156
toothbrush42,village3,2023-05-11,0,0
toothbrush42,village3,2023-05-12,1,56
toothbrush42,village3,2023-05-13,1,116
toothbrush42,village3,2023-05-14,0,0
toothbrush42,village3,2023-05-15,2,159
toothbrush42,village3,2023-05-16,1,89
toothbrush42,village3,2023-05-17,1,86
toothbrush42,village3,2023-05-18,0,0
toothbrush42,village3,2023-05-19,1,68
toothbrush42,village3,2023-05-20,1,100
toothbrush42,village3,2023-05-21,0,0
toothbrush42,village3,2023-05-22,1,68
toothbrush42,village3,2023-05-23,0,0
toothbrush42,village3,2023-05-24,1,69
toothbrush42,village3,2023-05-25,1,48
toothbrush42,village3,2023-05-26,1,42
toothbrush42,village3,2023-05-27,1,41
toothbrush42,village3,2023-05-28,0,0
toothbrush42,village3,2023-05-29,0,0
toothbrush42,village3,2023-05-30,2,169
toothbrush42,village3,2023-05-31,2,190
toothbrush42,village3,2023-06-01,1,46
toothbrush42,village3,2023-06-02,1,57
toothbrush42,village3,2023-06-03,2,129
toothbrush42,village3,2023-06-04,2,182
toothbrush42,village3,2023-06-05,1,82
toothbrush42,village3,2023-06-06,2,183
toothbrush42,village3,2023-06-07,0,0
toothbrush42,village3,2023-06-08,2,153
toothbrush42,village3,2023-06-09,0,0
toothbrush42,village3,2023-06-10,1,95
toothbrush42,village3,2023-06-11,2,115
toothbrush42,village3,2023-06-12,2,158
toothbrush42,village3,2023-06-13,1,114
toothbrush42,village3,2023-06-14,1,91
toothbrush42,village3,2023-06-15,1,74
toothbrush42,village3,2023-06-16,1,84
toothbrush42,village3,2023-06-17,1,104
toothbrush42,village3,2023-06-18,1,87
toothbrush42,village3,2023-06-19,0,0
toothbrush42,village3,2023-06-20,1,52
toothbrush42,village3,2023-06-21,2,151
toothbrush42,village3,2023-06-22,1,63
toothbrush42,village3,2023-06-23,0,0
toothbrush42,village3,2023-06-24,2,139
toothbrush42,village3,2023-06-25,1,120
toothbrush42,village3,2023-06-26,0,0
toothbrush42,village3,2023-06-27,0,0
toothbrush42,village3,2023-06-28,2,180
toothbrush42,village3,2023-06-29,2,183
toothbrush43,village3,2023-01-01,2,182
toothbrush43,village3,2023-01-02,0,0
toothbrush43,village3,2023-01-03,0,0
toothbrush43,village3,2023-01-04,1,117
toothbrush43,village3,2023-01-05,1,120
toothbrush43,village3,2023-01-06,2,79
toothbrush43,village3,2023-01-07,0,0
toothbrush43,village3,2023-01-08,0,0
toothbrush43,village3,2023-01-09,2,140
toothbrush43,village3,2023-01-10,0,0
toothbrush43,village3,2023-01-11,2,141
toothbrush43,village3,2023-01-12,1,92
toothbrush43,village3,2023-01-13,1,70
toothbrush43,village3,2023-01-14,2,149
toothbrush43,village3,2023-01-15,1,120
toothbrush43,village3,2023-01-16,1,39
toothbrush43,village3,2023-01-17,1,108
toothbrush43,village3,2023-01-18,0,0
toothbrush43,village3,2023-01-19,0,0
toothbrush43,village3,2023-01-20,0,0
toothbrush43,village3,2023-01-21,2,80
toothbrush43,village3,2023-01-22,0,0
toothbrush43,village3,2023-01-23,0,0
toothbrush43,village3,2023-01-24,0,0
toothbrush43,village3,2023-01-25,1,46
toothbrush43,village3,2023-01-26,0,0
toothbrush43,village3,2023-01-27,1,103
toothbrush43,village3,2023-01-28,0,0
toothbrush43,village3,2023-01-29,2,135
toothbrush43,village3,2023-01-30,2,226
toothbrush43,village3,2023-01-31,2,164
toothbrush43,village3,2023-02-01,1,82
toothbrush43,village3,2023-02-02,1,80
toothbrush43,village3,2023-02-03,1,50
toothbrush43,village3,2023-02-04,0,0
toothbrush43,village3,2023-02-05,0,0
toothbrush43,village3,2023-02-06,0,0
toothbrush43,village3,2023-02-07,1,120
toothbrush43,village3,2023-02-08,0,0
toothbrush43,village3,2023-02-09,2,193
toothbrush43,village3,2023-02-10,1,60
toothbrush43,village3,2023-02-11,0,0
toothbrush43,village3,2023-02-12,2,215
toothbrush43,village3,2023-02-13,1,76
toothbrush43,village3,2023-02-14,0,0
toothbrush43,village3,2023-02-15,0,0
toothbrush43,village3,2023-02-16,0,0
toothbrush43,village3,2023-02-17,1,37
toothbrush43,village3,2023-02-18,1,41
toothbrush43,village3,2023-02-19,0,0
toothbrush43,village3,2023-02-20,1,77
toothbrush43,village3,2023-02-21,0,0
toothbrush43,village3,2023-02-22,0,0
toothbrush43,village3,2023-02-23,1,71
toothbrush43,village3,2023-02-24,1,112
toothbrush43,village3,2023-02-25,2,178
toothbrush43,village3,2023-02-26,2,165
toothbrush43,village3,2023-02-27,2,179
toothbrush43,village3,2023-02-28,1,54
toothbrush43,village3,2023-03-01,0,0
toothbrush43,village3,2023-03-02,2,71
toothbrush43,village3,2023-03-03,1,88
toothbrush43,village3,2023-03-04,2,63
toothbrush43,village3,2023-03-05,1,65
toothbrush43,village3,2023-03-06,2,100
toothbrush43,village3,2023-03-07,2,86
toothbrush43,village3,2023-03-08,1,87
toothbrush43,village3,2023-03-09,1,101
toothbrush43,village3,2023-03-10,2,186
toothbrush43,village3,2023-03-11,1,39
toothbrush43,village3,2023-03-12,1,110
toothbrush43,village3,2023-03-13,2,188
toothbrush43,village3,2023-03-14,1,40
toothbrush43,village3,2023-03-15,0,0
toothbrush43,village3,2023-03-16,2,210
toothbrush43,village3,2023-03-17,2,144
toothbrush43,village3,2023-03-18,1,101
toothbrush43,village3,2023-03-19,2,81
toothbrush43,village3,2023-03-20,1,82
toothbrush43,village3,2023-03-21,1,94
toothbrush43,village3,2023-03-22,2,176
toothbrush43,village3,2023-03-23,2,155
toothbrush43,village3,2023-03-24,2,103
toothbrush43,village3,2023-03-25,2,158
toothbrush43,village3,2023-03-26,0,0
toothbrush43,village3,2023-03-27,2,125
toothbrush43,village3,2023-03-28,2,191
toothbrush43,village3,2023-03-29,1,46
toothbrush43,village3,2023-03-30,2,115
toothbrush43,village3,2023-03-31,0,0
toothbrush43,village3,2023-04-01,1,82
toothbrush43,village3,2023-04-02,0,0
toothbrush43,village3,2023-04-03,1,33
toothbrush43,village3,2023-04-04,2,211
toothbrush43,village3,2023-04-05,2,92
toothbrush43,village3,2023-04-06,2,157
toothbrush43,village3,2023-04-07,2,222
toothbrush43,village3,2023-04-08,0,0
toothbrush43,village3,2023-04-09,1,39
toothbrush43,village3,2023-04-10,0,0
toothbrush43,village3,2023-04-11,2,148
toothbrush43,village3,2023-04-12,1,43
toothbrush43,village3,2023-04-13,2,88
toothbrush43,village3,2023-04-14,2,114
toothbrush43,village3,2023-04-15,2,114
toothbrush43,village3,2023-04-16,1,38
toothbrush43,village3,2023-04-17,1,78
toothbrush43,village3,2023-04-18,1,33
toothbrush43,village3,2023-04-19,0,0
toothbrush43,village3,2023-04-20,1,90
toothbrush43,village3,2023-04-21,1,39
toothbrush43,village3,2023-04-22,2,149
toothbrush43,village3,2023-04-23,0,0
toothbrush43,village3,2023-04-24,1,56
toothbrush43,village3,2023-04-25,0,0
toothbrush43,village3,2023-04-26,2,195
toothbrush43,village3,2023-04-27,1,93
toothbrush43,village3,2023-04-28,2,130
toothbrush43,village3,2023-04-29,1,119
toothbrush43,village3,2023-04-30,2,95
toothbrush43,village3,2023-05-01,1,92
toothbrush43,village3,2023-05-02,1,45
toothbrush43,village3,2023-05-03,1,99
toothbrush43,village3,2023-05-04,1,93
toothbrush43,village3,2023-05-05,0,0
toothbrush43,village3,2023-05-06,0,0
toothbrush43,village3,2023-05-07,2,114
toothbrush43,village3,2023-05-08,1,41
toothbrush43,village3,2023-05-09,1,37
toothbrush43,village3,2023-05-10,1,32
toothbrush43,village3,2023-05-11,1,35
toothbrush43,village3,2023-05-12,0,0
toothbrush43,village3,2023-05-13,2,173
toothbrush43,village3,2023-05-14,2,149
toothbrush43,village3,2023-05-15,2,97
toothbrush43,village3,2023-05-16,0,0
toothbrush43,village3,2023-05-17,1,44
toothbrush43,village3,2023-05-18,1,35
toothbrush43,village3,2023-05-19,0,0
toothbrush43,village3,2023-05-20,2,203
toothbrush43,village3,2023-05-21,1,114
toothbrush43,village3,2023-05-22,1,69
toothbrush43,village3,2023-05-23,2,160
toothbrush43,village3,2023-05-24,2,165
toothbrush43,village3,2023-05-25,0,0
toothbrush43,village3,2023-05-26,1,46
toothbrush43,village3,2023-05-27,1,106
toothbrush43,village3,2023-05-28,1,30
toothbrush43,village3,2023-05-29,2,187
toothbrush43,village3,2023-05-30,1,62
toothbrush43,village3,2023-05-31,0,0
toothbrush43,village3,2023-06-01,1,94
toothbrush43,village3,2023-06-02,0,0
toothbrush43,village3,2023-06-03,0,0
toothbrush43,village3,2023-06-04,0,0
toothbrush43,village3,2023-06-05,0,0
toothbrush43,village3,2023-06-06,0,0
toothbrush43,village3,2023-06-07,1,69
toothbrush43,village3,2023-06-08,0,0
toothbrush43,village3,2023-06-09,0,0
toothbrush43,village3,2023-06-10,1,94
toothbrush43,village3,2023-06-11,1,61
toothbrush43,village3,2023-06-12,2,170
toothbrush43,village3,2023-06-13,2,148
toothbrush43,village3,2023-06-14,0,0
toothbrush43,village3,2023-06-15,2,145
toothbrush43,village3,2023-06-16,1,43
toothbrush43,village3,2023-06-17,2,74
toothbrush43,village3,2023-06-18,0,0
toothbrush43,village3,2023-06-19,1,108
toothbrush43,village3,2023-06-20,2,180
toothbrush43,village3,2023-06-21,2,195
toothbrush43,village3,2023-06-22,2,127
toothbrush43,village3,2023-06-23,0,0
toothbrush43,village3,2023-06-24,0,0
toothbrush43,village3,2023-06-25,0,0
toothbrush43,village3,2023-06-26,0,0
toothbrush43,village3,2023-06-27,1,90
toothbrush43,village3,2023-06-28,2,168
toothbrush43,village3,2023-06-29,1,67
toothbrush44,village3,2023-01-01,0,0
toothbrush44,village3,2023-01-02,2,99
toothbrush44,village3,2023-01-03,2,134
toothbrush44,village3,2023-01-04,2,225
toothbrush44,village3,2023-01-05,0,0
toothbrush44,village3,2023-01-06,1,71
toothbrush44,village3,2023-01-07,0,0
toothbrush44,village3,2023-01-08,1,105
toothbrush44,village3,2023-01-09,0,0
toothbrush44,village3,2023-01-10,1,36
toothbrush44,village3,2023-01-11,0,0
toothbrush44,village3,2023-01-12,0,0
toothbrush44,village3,2023-01-13,2,126
toothbrush44,village3,2023-01-14,2,98
toothbrush44,village3,2023-01-15,2,116
toothbrush44,village3,2023-01-16,1,89
toothbrush44,village3,2023-01-17,2,213
toothbrush44,village3,2023-01-18,2,157
toothbrush44,village3,2023-01-19,1,48
toothbrush44,village3,2023-01-20,2,90
toothbrush44,village3,2023-01-21,1,40
toothbrush44,village3,2023-01-22,1,56
toothbrush44,village3,2023-01-23,2,123
toothbrush44,village3,2023-01-24,1,40
toothbrush44,village3,2023-01-25,2,127
toothbrush44,village3,2023-01-26,0,0
toothbrush44,village3,2023-01-27,0,0
toothbrush44,village3,2023-01-28,2,157
toothbrush44,village3,2023-01-29,1,77
toothbrush44,village3,2023-01-30,1,37
toothbrush44,village3,2023-01-31,2,216
toothbrush44,village3,2023-02-01,1,49
toothbrush44,village3,2023-02-02,0,0
toothbrush44,village3,2023-02-03,0,0
toothbrush44,village3,2023-02-04,1,46
toothbrush44,village3,2023-02-05,1,70
toothbrush44,village3,2023-02-06,1,84
toothbrush44,village3,2023-02-07,1,105
toothbrush44,village3,2023-02-08,2,204
toothbrush44,village3,2023-02-09,0,0
toothbrush44,village3,2023-02-10,0,0
toothbrush44,village3,2023-02-11,2,97
toothbrush44,village3,2023-02-12,1,85
toothbrush44,village3,2023-02-13,1,82
toothbrush44,village3,2023-02-14,2,220
toothbrush44,village3,2023-02-15,0,0
toothbrush44,village3,2023-02-16,1,54
toothbrush44,village3,2023-02-17,0,0
toothbrush44,village3,2023-02-18,0,0
toothbrush44,village3,2023-02-19,2,160
toothbrush44,village3,2023-02-20,1,50
toothbrush44,village3,2023-02-21,1,35
toothbrush44,village3,2023-02-22,2,129
toothbrush44,village3,2023-02-23,2,115
toothbrush44,village3,2023-02-24,2,161
toothbrush44,village3,2023-02-25,2,194
toothbrush44,village3,2023-02-26,2,167
toothbrush44,village3,2023-02-27,2,136
toothbrush44,village3,2023-02-28,0,0
toothbrush44,village3,2023-03-01,2,179
toothbrush44,village3,2023-03-02,0,0
toothbrush44,village3,2023-03-03,0,0
toothbrush44,village3,2023-03-04,0,0
toothbrush44,village3,2023-03-05,1,30
toothbrush44,village3,2023-03-06,2,195
toothbrush44,village3,2023-03-07,2,184
toothbrush44,village3,2023-03-08,2,153
toothbrush44,village3,2023-03-09,0,0
toothbrush44,village3,2023-03-10,1,77
toothbrush44,village3,2023-03-11,2,180
toothbrush44,village3,2023-03-12,1,74
toothbrush44,village3,2023-03-13,0,0
toothbrush44,village3,2023-03-14,1,76
toothbrush44,village3,2023-03-15,0,0
toothbrush44,village3,2023-03-16,2,118
toothbrush44,village3,2023-03-17,1,92
toothbrush44,village3,2023-03-18,0,0
toothbrush44,village3,2023-03-19,2,96
toothbrush44,village3,2023-03-20,2,131
toothbrush44,village3,2023-03-21,1,120
toothbrush44,village3,2023-03-22,1,97
toothbrush44,village3,2023-03-23,0,0
toothbrush44,village3,2023-03-24,2,173
toothbrush44,village3,2023-03-25,1,106
toothbrush44,village3,2023-03-26,0,0
toothbrush44,village3,2023-03-27,2,113
toothbrush44,village3,2023-03-28,0,0
toothbrush44,village3,2023-03-29,0,0
toothbrush44,village3,2023-03-30,2,163
toothbrush44,village3,2023-03-31,0,0
toothbrush44,village3,2023-04-01,1,71
toothbrush44,village3,2023-04-02,1,37
toothbrush44,village3,2023-04-03,0,0
toothbrush44,village3,2023-04-04,0,0
toothbrush44,village3,2023-04-05,0,0
toothbrush44,village3,2023-04-06,1,46
toothbrush44,village3,2023-04-07,0,0
toothbrush44,village3,2023-04-08,2,152
toothbrush44,village3,2023-04-09,0,0
toothbrush44,village3,2023-04-10,2,178
toothbrush44,village3,2023-04-11,0,0
toothbrush44,village3,2023-04-12,1,45
toothbrush44,village3,2023-04-13,2,232
toothbrush44,village3,2023-04-14,2,169
toothbrush44,village3,2023-04-15,2,92
toothbrush44,village3,2023-04-16,2,138
toothbrush44,village3,2023-04-17,0,0
toothbrush44,village3,2023-04-18,0,0
toothbrush44,village3,2023-04-19,0,0
toothbrush44,village3,2023-04-20,0,0
toothbrush44,village3,2023-04-21,1,73
toothbrush44,village3,2023-04-22,1,43
toothbrush44,village3,2023-04-23,2,98
toothbrush44,village3,2023-04-24,2,189
toothbrush44,village3,2023-04-25,1,79
toothbrush44,village3,2023-04-26,1,48
toothbrush44,village3,2023-04-27,1,64
toothbrush44,village3,2023-04-28,2,191
toothbrush44,village3,2023-04-29,2,203
toothbrush44,village3,2023-04-30,0,0
toothbrush44,village3,2023-05-01,0,0
toothbrush44,village3,2023-05-02,0,0
toothbrush44,village3,2023-05-03,2,131
toothbrush44,village3,2023-05-04,2,186
toothbrush44,village3,2023-05-05,2,158
toothbrush44,village3,2023-05-06,1,57
toothbrush44,village3,2023-05-07,2,133
toothbrush44,village3,2023-05-08,1,80
toothbrush44,village3,2023-05-09,1,65
toothbrush44,village3,2023-05-10,0,0
toothbrush44,village3,2023-05-11,1,118
toothbrush44,village3,2023-05-12,1,58
toothbrush44,village3,2023-05-13,1,65
toothbrush44,village3,2023-05-14,2,163
toothbrush44,village3,2023-05-15,1,77
toothbrush44,village3,2023-05-16,1,61
toothbrush44,village3,2023-05-17,1,87
toothbrush44,village3,2023-05-18,2,123
toothbrush44,village3,2023-05-19,2,175
toothbrush44,village3,2023-05-20,0,0
toothbrush44,village3,2023-05-21,2,225
toothbrush44,village3,2023-05-22,0,0
toothbrush44,village3,2023-05-23,2,115
toothbrush44,village3,2023-05-24,2,83
toothbrush44,village3,2023-05-25,1,49
toothbrush44,village3,2023-05-26,0,0
toothbrush44,village3,2023-05-27,2,140
toothbrush44,village3,2023-05-28,0,0
toothbrush44,village3,2023-05-29,2,172
toothbrush44,village3,2023-05-30,0,0
toothbrush44,village3,2023-05-31,2,150
toothbrush44,village3,2023-06-01,2,76
toothbrush44,village3,2023-06-02,0,0
toothbrush44,village3,2023-06-03,1,102
toothbrush44,village3,2023-06-04,2,133
toothbrush44,village3,2023-06-05,1,107
toothbrush44,village3,2023-06-06,0,0
toothbrush44,village3,2023-06-07,2,166
toothbrush44,village3,2023-06-08,1,90
toothbrush44,village3,2023-06-09,0,0
toothbrush44,village3,2023-06-10,1,59
toothbrush44,village3,2023-06-11,2,150
toothbrush44,village3,2023-06-12,2,145
toothbrush44,village3,2023-06-13,1,106
toothbrush44,village3,2023-06-14,0,0
toothbrush44,village3,2023-06-15,0,0
toothbrush44,village3,2023-06-16,2,150
toothbrush44,village3,2023-06-17,1,74
toothbrush44,village3,2023-06-18,2,123
toothbrush44,village3,2023-06-19,2,141
toothbrush44,village3,2023-06-20,2,160
toothbrush44,village3,2023-06-21,2,206
toothbrush44,village3,2023-06-22,0,0
toothbrush44,village3,2023-06-23,1,116
toothbrush44,village3,2023-06-24,0,0
toothbrush44,village3,2023-06-25,1,89
toothbrush44,village3,2023-06-26,2,177
toothbrush44,village3,2023-06-27,1,117
toothbrush44,village3,2023-06-28,0,0
toothbrush44,village3,2023-06-29,0,0
toothbrush45,village2,2023-01-01,2,108
toothbrush45,village2,2023-01-02,1,50
toothbrush45,village2,2023-01-03,1,102
toothbrush45,village2,2023-01-04,0,0
toothbrush45,village2,2023-01-05,1,52
toothbrush45,village2,2023-01-06,2,146
toothbrush45,village2,2023-01-07,1,36
toothbrush45,village2,2023-01-08,1,106
toothbrush45,village2,2023-01-09,0,0
toothbrush45,village2,2023-01-10,1,119
toothbrush45,village2,2023-01-11,0,0
toothbrush45,village2,2023-01-12,1,87
toothbrush45,village2,2023-01-13,1,98
toothbrush45,village2,2023-01-14,2,195
toothbrush45,village2,2023-01-15,1,83
toothbrush45,village2,2023-01-16,0,0
toothbrush45,village2,2023-01-17,1,33
toothbrush45,village2,2023-01-18,1,99
toothbrush45,village2,2023-01-19,2,164
toothbrush45,village2,2023-01-20,2,144
toothbrush45,village2,2023-01-21,1,96
toothbrush45,village2,2023-01-22,2,119
toothbrush45,village2,2023-01-23,0,0
toothbrush45,village2,2023-01-24,0,0
toothbrush45,village2,2023-01-25,0,0
toothbrush45,village2,2023-01-26,2,103
toothbrush45,village2,2023-01-27,1,93
toothbrush45,village2,2023-01-28,1,84
toothbrush45,village2,2023-01-29,0,0
toothbrush45,village2,2023-01-30,2,204
toothbrush45,village2,2023-01-31,2,165
toothbrush45,village2,2023-02-01,2,173
toothbrush45,village2,2023-02-02,1,106
toothbrush45,village2,2023-02-03,2,147
toothbrush45,village2,2023-02-04,2,132
toothbrush45,village2,2023-02-05,0,0
toothbrush45,village2,2023-02-06,2,128
toothbrush45,village2,2023-02-07,2,209
toothbrush45,village2,2023-02-08,2,135
toothbrush45,village2,2023-02-09,0,0
toothbrush45,village2,2023-02-10,0,0
toothbrush45,village2,2023-02-11,2,93
toothbrush45,village2,2023-02-12,2,162
toothbrush45,village2,2023-02-13,2,215
toothbrush45,village2,2023-02-14,0,0
toothbrush45,village2,2023-02-15,1,108
toothbrush45,village2,2023-02-16,1,54
toothbrush45,village2,2023-02-17,1,110
toothbrush45,village2,2023-02-18,1,78
toothbrush45,village2,2023-02-19,2,145
toothbrush45,village2,2023-02-20,1,101
toothbrush45,village2,2023-02-21,1,116
toothbrush45,village2,2023-02-22,1,104
toothbrush45,village2,2023-02-23,2,168
toothbrush45,village2,2023-02-24,1,39
toothbrush45,village2,2023-02-25,2,225
toothbrush45,village2,2023-02-26,1,99
toothbrush45,village2,2023-02-27,1,48
toothbrush45,village2,2023-02-28,0,0
toothbrush45,village2,2023-03-01,2,92
toothbrush45,village2,2023-03-02,0,0
toothbrush45,village2,2023-03-03,0,0
toothbrush45,village2,2023-03-04,0,0
toothbrush45,village2,2023-03-05,1,55
toothbrush45,village2,2023-03-06,0,0
toothbrush45,village2,2023-03-07,1,90
toothbrush45,village2,2023-03-08,2,134
toothbrush45,village2,2023-03-09,0,0
toothbrush45,village2,2023-03-10,0,0
toothbrush45,village2,2023-03-11,1,77
toothbrush45,village2,2023-03-12,1,49
toothbrush45,village2,2023-03-13,2,76
toothbrush45,village2,2023-03-14,2,102
toothbrush45,village2,2023-03-15,2,170
toothbrush45,village2,2023-03-16,1,107
toothbrush45,village2,2023-03-17,0,0
toothbrush45,village2,2023-03-18,1,83
toothbrush45,village2,2023-03-19,0,0
toothbrush45,village2,2023-03-20,0,0
toothbrush45,village2,2023-03-21,1,82
toothbrush45,village2,2023-03-22,2,141
toothbrush45,village2,2023-03-23,1,57
toothbrush45,village2,2023-03-24,2,126
toothbrush45,village2,2023-03-25,1,105
toothbrush45,village2,2023-03-26,1,106
toothbrush45,village2,2023-03-27,0,0
toothbrush45,village2,2023-03-28,1,60
toothbrush45,village2,2023-03-29,2,173
toothbrush45,village2,2023-03-30,1,45
toothbrush45,village2,2023-03-31,2,115
toothbrush45,village2,2023-04-01,1,114
toothbrush45,village2,2023-04-02,1,89
toothbrush45,village2,2023-04-03,1,47
toothbrush45,village2,2023-04-04,1,44
toothbrush45,village2,2023-04-05,2,92
toothbrush45,village2,2023-04-06,2,159
toothbrush45,village2,2023-04-07,0,0
toothbrush45,village2,2023-04-08,2,172
toothbrush45,village2,2023-04-09,2,172
toothbrush45,village2,2023-04-10,2,211
toothbrush45,village2,2023-04-11,1,98
toothbrush45,village2,2023-04-12,1,45
toothbrush45,village2,2023-04-13,2,207
toothbrush45,village2,2023-04-14,1,84
toothbrush45,village2,2023-04-15,0,0
toothbrush45,village2,2023-04-16,0,0
toothbrush45,village2,2023-04-17,1,35
toothbrush45,village2,2023-04-18,1,89
toothbrush45,village2,2023-04-19,0,0
toothbrush45,village2,2023-04-20,2,79
toothbrush45,village2,2023-04-21,2,201
toothbrush45,village2,2023-04-22,1,58
toothbrush45,village2,2023-04-23,0,0
toothbrush45,village2,2023-04-24,1,83
toothbrush45,village2,2023-04-25,1,91
toothbrush45,village2,2023-04-26,2,175
toothbrush45,village2,2023-04-27,2,126
toothbrush45,village2,2023-04-28,2,131
toothbrush45,village2,2023-04-29,2,143
toothbrush45,village2,2023-04-30,0,0
toothbrush45,village2,2023-05-01,2,110
toothbrush45,village2,2023-05-02,1,82
toothbrush45,village2,2023-05-03,2,179
toothbrush45,village2,2023-05-04,0,0
toothbrush45,village2,2023-05-05,0,0
toothbrush45,village2,2023-05-06,0,0
toothbrush45,village2,2023-05-07,2,107
toothbrush45,village2,2023-05-08,0,0
toothbrush45,village2,2023-05-09,0,0
toothbrush45,village2,2023-05-10,0,0
toothbrush45,village2,2023-05-11,1,59
toothbrush45,village2,2023-05-12,1,73
toothbrush45,village2,2023-05-13,2,114
toothbrush45,village2,2023-05-14,1,37
toothbrush45,village2,2023-05-15,1,63
toothbrush45,village2,2023-05-16,2,163
toothbrush45,village2,2023-05-17,2,148
toothbrush45,village2,2023-05-18,0,0
toothbrush45,village2,2023-05-19,2,112
toothbrush45,village2,2023-05-20,1,115
toothbrush45,village2,2023-05-21,2,90
toothbrush45,village2,2023-05-22,2,162
toothbrush45,village2,2023-05-23,2,211
toothbrush45,village2,2023-05-24,0,0
toothbrush45,village2,2023-05-25,2,139
toothbrush45,village2,2023-05-26,1,106
toothbrush45,village2,2023-05-27,0,0
toothbrush45,village2,2023-05-28,1,33
toothbrush45,village2,2023-05-29,1,97
toothbrush45,village2,2023-05-30,1,52
toothbrush45,village2,2023-05-31,2,132
toothbrush45,village2,2023-06-01,2,152
toothbrush45,village2,2023-06-02,0,0
toothbrush45,village2,2023-06-03,0,0
toothbrush45,village2,2023-06-04,1,85
toothbrush45,village2,2023-06-05,0,0
toothbrush45,village2,2023-06-06,2,140
toothbrush45,village2,2023-06-07,2,140
toothbrush45,village2,2023-06-08,1,73
toothbrush45,village2,2023-06-09,0,0
toothbrush45,village2,2023-06-10,1,97
toothbrush45,village2,2023-06-11,2,123
toothbrush45,village2,2023-06-12,2,127
toothbrush45,village2,2023-06-13,2,142
toothbrush45,village2,2023-06-14,1,116
toothbrush45,village2,2023-06-15,1,56
toothbrush45,village2,2023-06-16,2,73
toothbrush45,village2,2023-06-17,1,118
toothbrush45,village2,2023-06-18,0,0
toothbrush45,village2,2023-06-19,0,0
toothbrush45,village2,2023-06-20,1,40
toothbrush45,village2,2023-06-21,0,0
toothbrush45,village2,2023-06-22,1,33
toothbrush45,village2,2023-06-23,2,182
toothbrush45,village2,2023-06-24,0,0
toothbrush45,village2,2023-06-25,1,111
toothbrush45,village2,2023-06-26,0,0
toothbrush45,village2,2023-06-27,0,0
toothbrush45,village2,2023-06-28,0,0
toothbrush45,village2,2023-06-29,1,72
toothbrush46,village1,2023-01-01,1,106
toothbrush46,village1,2023-01-02,2,106
toothbrush46,village1,2023-01-03,1,49
toothbrush46,village1,2023-01-04,2,173
toothbrush46,village1,2023-01-05,0,0
toothbrush46,village1,2023-01-06,2,199
toothbrush46,village1,2023-01-07,0,0
toothbrush46,village1,2023-01-08,2,186
toothbrush46,village1,2023-01-09,1,110
toothbrush46,village1,2023-01-10,0,0
toothbrush46,village1,2023-01-11,0,0
toothbrush46,village1,2023-01-12,2,177
toothbrush46,village1,2023-01-13,1,38
toothbrush46,village1,2023-01-14,0,0
toothbrush46,village1,2023-01-15,1,64
toothbrush46,village1,2023-01-16,2,136
toothbrush46,village1,2023-01-17,0,0
toothbrush46,village1,2023-01-18,0,0
toothbrush46,village1,2023-01-19,0,0
toothbrush46,village1,2023-01-20,2,141
toothbrush46,village1,2023-01-21,2,150
toothbrush46,village1,2023-01-22,1,90
toothbrush46,village1,2023-01-23,2,226
toothbrush46,village1,2023-01-24,2,141
toothbrush46,village1,2023-01-25,2,147
toothbrush46,village1,2023-01-26,1,95
toothbrush46,village1,2023-01-27,0,0
toothbrush46,village1,2023-01-28,0,0
toothbrush46,village1,2023-01-29,1,107
toothbrush46,village1,2023-01-30,1,114
toothbrush46,village1,2023-01-31,2,191
toothbrush46,village1,2023-02-01,2,148
toothbrush46,village1,2023-02-02,0,0
toothbrush46,village1,2023-02-03,2,127
toothbrush46,village1,2023-02-04,2,87
toothbrush46,village1,2023-02-05,1,37
toothbrush46,village1,2023-02-06,1,97
toothbrush46,village1,2023-02-07,1,61
toothbrush46,village1,2023-02-08,1,48
toothbrush46,village1,2023-02-09,0,0
toothbrush46,village1,2023-02-10,1,113
